run_name,run_dir,best_epoch,val_macro_f1,val_accuracy,val_loss,test_macro_f1,test_accuracy,test_loss,checkpoint_path
efficientnet_b0_tuned_v2_20260514_205949,C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\classification_v2\outputs\training\efficientnet_b0_tuned_v2_20260514_205949,19,0.9052971601486206,0.9229494614747308,0.8625784927690533,0.9399224519729614,0.9560530679933665,0.7486479862610104,C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\classification_v2\outputs\training\efficientnet_b0_tuned_v2_20260514_205949\checkpoints\best.pt
